"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 01, 2017","5,235.3","5,258.5","5,263.6","5,223.3","-","-0.14%"
"Oct 31, 2017","5,242.6","5,230.8","5,246.7","5,224.4","-","0.53%"
"Oct 30, 2017","5,214.9","5,212.9","5,228.2","5,204.4","-","-0.24%"
"Oct 27, 2017","5,227.5","5,166.4","5,231.8","5,145.6","-","2.16%"
"Oct 26, 2017","5,117.1","5,123.3","5,137.8","5,111.6","-","-0.05%"
"Oct 25, 2017","5,119.6","5,125.3","5,136.5","5,082.4","-","-0.27%"
"Oct 24, 2017","5,133.7","5,137.2","5,145.1","5,131.5","-","0.14%"
"Oct 23, 2017","5,126.3","5,178.2","5,178.4","5,121.6","-","-0.89%"
"Oct 20, 2017","5,172.4","5,182.7","5,183.8","5,168.6","-","0.41%"
"Oct 19, 2017","5,151.1","5,134.8","5,151.3","5,116.7","-","-0.33%"
"Oct 18, 2017","5,167.9","5,179.5","5,186.8","5,167.1","-","-0.12%"
"Oct 17, 2017","5,174.2","5,177.4","5,186.8","5,167.8","-","-0.15%"
"Oct 16, 2017","5,182.2","5,189.8","5,190.9","5,172.4","-","0.14%"
"Oct 13, 2017","5,175.0","5,183.0","5,183.4","5,167.0","-","0.19%"
"Oct 12, 2017","5,165.3","5,169.4","5,179.2","5,146.8","-","-0.31%"
"Oct 11, 2017","5,181.2","5,182.4","5,185.8","5,168.8","-","0.06%"
"Oct 10, 2017","5,177.9","5,193.9","5,198.6","5,163.6","-","0.07%"
"Oct 09, 2017","5,174.3","5,206.4","5,207.4","5,169.4","-","-0.58%"
"Oct 06, 2017","5,204.7","5,193.8","5,212.6","5,190.7","-","-0.14%"
"Oct 05, 2017","5,212.1","5,182.4","5,213.6","5,180.7","-","0.80%"
"Oct 04, 2017","5,170.5","5,150.6","5,179.1","5,145.6","-","0.35%"
"Oct 03, 2017","5,152.3","5,140.9","5,153.7","5,131.4","-","0.31%"
"Oct 02, 2017","5,136.3","5,134.0","5,149.6","5,120.8","-","0.19%"
"Sep 29, 2017","5,126.7","5,112.0","5,134.4","5,108.5","-","0.38%"
"Sep 28, 2017","5,107.2","5,106.5","5,111.7","5,094.0","-","-0.24%"
"Sep 27, 2017","5,119.6","5,096.0","5,135.8","5,083.0","-","0.91%"
"Sep 26, 2017","5,073.6","5,084.4","5,093.9","5,062.6","-","0.05%"
"Sep 25, 2017","5,071.2","5,096.4","5,098.8","5,049.7","-","-0.69%"
"Sep 22, 2017","5,106.3","5,093.3","5,115.9","5,092.0","-","0.04%"
"Sep 21, 2017","5,104.1","5,128.8","5,128.9","5,098.2","-","-0.56%"
"Sep 20, 2017","5,132.6","5,125.5","5,141.7","5,102.5","-","0.19%"
"Sep 19, 2017","5,122.8","5,132.8","5,134.9","5,106.9","-","-0.08%"
"Sep 18, 2017","5,126.9","5,135.8","5,155.4","5,112.3","-","-0.01%"
"Sep 15, 2017","5,127.2","5,122.3","5,139.3","5,114.6","-","-0.02%"
"Sep 14, 2017","5,128.0","5,142.9","5,145.7","5,125.6","-","-0.52%"
"Sep 13, 2017","5,154.6","5,122.6","5,155.0","5,122.3","-","0.56%"
"Sep 12, 2017","5,126.1","5,116.9","5,126.9","5,108.2","-","0.47%"
"Sep 11, 2017","5,102.2","5,092.2","5,109.1","5,089.8","-","0.92%"
"Sep 08, 2017","5,055.9","5,077.3","5,077.9","5,052.6","-","-0.60%"
"Sep 07, 2017","5,086.2","5,109.6","5,118.6","5,071.6","-","-0.20%"
"Sep 06, 2017","5,096.5","5,089.4","5,105.8","5,064.2","-","0.34%"
"Sep 05, 2017","5,079.2","5,104.1","5,113.5","5,046.2","-","-0.69%"
"Sep 01, 2017","5,114.4","5,120.5","5,124.3","5,105.3","-","0.13%"
"Aug 31, 2017","5,107.7","5,092.6","5,110.1","5,088.5","-","0.60%"
"Aug 30, 2017","5,077.2","5,030.3","5,082.3","5,027.4","-","1.06%"
"Aug 29, 2017","5,023.7","4,972.9","5,030.6","4,972.2","-","0.29%"
"Aug 28, 2017","5,009.3","5,019.7","5,019.7","4,996.1","-","0.03%"
