"Data,""Último"",""Abertura"",""Máxima"",""Mínima"",""Vol."",""Var%"""
"28.08.2020,""2.746,5"",""2.773,5"",""2.773,5"",""2.727,7"",""-"",""-0,04%"""
"27.08.2020,""2.747,6"",""2.706,2"",""2.766,9"",""2.706,2"",""-"",""1,71%"""
"26.08.2020,""2.701,4"",""2.761,4"",""2.761,4"",""2.701,4"",""-"",""-2,27%"""
"25.08.2020,""2.764,1"",""2.783,4"",""2.797,7"",""2.741,7"",""-"",""0,29%"""
"24.08.2020,""2.756,0"",""2.684,1"",""2.757,2"",""2.665,9"",""-"",""3,61%"""
"21.08.2020,""2.659,9"",""2.671,8"",""2.690,4"",""2.646,0"",""-"",""-0,89%"""
"20.08.2020,""2.683,8"",""2.700,1"",""2.705,7"",""2.677,0"",""-"",""-1,93%"""
"19.08.2020,""2.736,5"",""2.729,7"",""2.765,3"",""2.722,9"",""-"",""0,39%"""
"18.08.2020,""2.725,8"",""2.803,2"",""2.803,2"",""2.721,9"",""-"",""-2,70%"""
"17.08.2020,""2.801,5"",""2.828,5"",""2.829,1"",""2.790,5"",""-"",""-1,40%"""
"14.08.2020,""2.841,2"",""2.790,4"",""2.858,1"",""2.783,0"",""-"",""0,90%"""
"13.08.2020,""2.815,9"",""2.841,7"",""2.847,2"",""2.811,6"",""-"",""-1,80%"""
"12.08.2020,""2.867,4"",""2.937,4"",""2.937,4"",""2.828,2"",""-"",""-0,50%"""
"11.08.2020,""2.881,9"",""2.893,2"",""2.934,0"",""2.872,3"",""-"",""1,60%"""
"10.08.2020,""2.836,4"",""2.797,9"",""2.876,0"",""2.797,1"",""-"",""1,76%"""
"07.08.2020,""2.787,4"",""2.660,3"",""2.787,4"",""2.651,5"",""-"",""4,09%"""
"06.08.2020,""2.677,9"",""2.674,0"",""2.696,9"",""2.665,3"",""-"",""-0,44%"""
"05.08.2020,""2.689,7"",""2.651,7"",""2.691,5"",""2.640,4"",""-"",""2,46%"""
"04.08.2020,""2.625,0"",""2.632,9"",""2.634,5"",""2.601,0"",""-"",""-0,55%"""
"03.08.2020,""2.639,6"",""2.649,0"",""2.660,6"",""2.618,6"",""-"",""0,01%"""
"31.07.2020,""2.639,4"",""2.653,4"",""2.659,9"",""2.599,2"",""-"",""-1,03%"""
"30.07.2020,""2.666,8"",""2.654,0"",""2.670,7"",""2.613,4"",""-"",""-1,72%"""
"29.07.2020,""2.713,4"",""2.638,6"",""2.715,8"",""2.626,9"",""-"",""2,97%"""
"28.07.2020,""2.635,2"",""2.640,8"",""2.661,9"",""2.635,2"",""-"",""-0,48%"""
"27.07.2020,""2.648,0"",""2.686,2"",""2.686,5"",""2.634,9"",""-"",""-2,12%"""
"24.07.2020,""2.705,4"",""2.726,1"",""2.750,1"",""2.705,4"",""-"",""-0,52%"""
"23.07.2020,""2.719,6"",""2.663,7"",""2.731,1"",""2.661,8"",""-"",""2,04%"""
"22.07.2020,""2.665,2"",""2.668,9"",""2.686,9"",""2.641,2"",""-"",""-1,21%"""
"21.07.2020,""2.697,9"",""2.594,1"",""2.697,9"",""2.594,1"",""-"",""5,36%"""
"20.07.2020,""2.560,8"",""2.586,4"",""2.597,5"",""2.554,1"",""-"",""-1,68%"""
"17.07.2020,""2.604,7"",""2.650,8"",""2.667,4"",""2.604,3"",""-"",""-2,22%"""
"16.07.2020,""2.663,7"",""2.643,5"",""2.705,4"",""2.633,1"",""-"",""-0,34%"""
"15.07.2020,""2.672,9"",""2.615,3"",""2.688,0"",""2.609,6"",""-"",""5,19%"""
"14.07.2020,""2.541,0"",""2.570,6"",""2.575,9"",""2.510,8"",""-"",""-1,41%"""
"13.07.2020,""2.577,3"",""2.584,4"",""2.621,5"",""2.530,2"",""-"",""1,13%"""
"10.07.2020,""2.548,4"",""2.442,6"",""2.548,4"",""2.442,6"",""-"",""4,63%"""
"09.07.2020,""2.435,6"",""2.522,5"",""2.527,1"",""2.429,0"",""-"",""-3,97%"""
"08.07.2020,""2.536,4"",""2.536,6"",""2.570,4"",""2.492,3"",""-"",""-0,20%"""
"07.07.2020,""2.541,5"",""2.597,8"",""2.597,8"",""2.536,9"",""-"",""-3,45%"""
"06.07.2020,""2.632,4"",""2.677,1"",""2.707,0"",""2.610,9"",""-"",""0,77%"""
"02.07.2020,""2.612,2"",""2.693,1"",""2.715,9"",""2.605,8"",""-"",""-0,29%"""
"01.07.2020,""2.619,6"",""2.728,7"",""2.729,7"",""2.617,2"",""-"",""-3,98%"""
"30.06.2020,""2.728,2"",""2.641,6"",""2.738,2"",""2.641,6"",""-"",""2,38%"""
"29.06.2020,""2.664,7"",""2.601,5"",""2.678,8"",""2.593,3"",""-"",""4,03%"""
"26.06.2020,""2.561,5"",""2.646,2"",""2.648,1"",""2.547,5"",""-"",""-5,09%"""
"25.06.2020,""2.698,9"",""2.590,7"",""2.698,9"",""2.588,2"",""-"",""3,34%"""
"24.06.2020,""2.611,7"",""2.698,7"",""2.701,7"",""2.605,1"",""-"",""-4,79%"""
"23.06.2020,""2.743,0"",""2.815,6"",""2.831,9"",""2.743,0"",""-"",""-0,89%"""
"22.06.2020,""2.767,6"",""2.740,1"",""2.782,8"",""2.720,4"",""-"",""-0,10%"""
"19.06.2020,""2.770,3"",""2.821,8"",""2.822,5"",""2.710,7"",""-"",""-0,52%"""
"18.06.2020,""2.784,8"",""2.727,5"",""2.818,7"",""2.726,6"",""-"",""0,72%"""
"17.06.2020,""2.765,0"",""2.874,4"",""2.874,7"",""2.763,1"",""-"",""-3,49%"""
"16.06.2020,""2.864,9"",""2.888,3"",""2.905,2"",""2.801,4"",""-"",""3,55%"""
"15.06.2020,""2.766,6"",""2.620,8"",""2.782,1"",""2.614,4"",""-"",""1,32%"""
"12.06.2020,""2.730,5"",""2.779,1"",""2.779,7"",""2.648,3"",""-"",""3,07%"""
"11.06.2020,""2.649,2"",""2.742,1"",""2.766,0"",""2.645,6"",""-"",""-9,03%"""
"10.06.2020,""2.912,1"",""3.069,6"",""3.077,3"",""2.912,1"",""-"",""-5,91%"""
"09.06.2020,""3.095,0"",""3.065,6"",""3.141,4"",""3.036,0"",""-"",""-1,85%"""
"08.06.2020,""3.153,5"",""3.159,7"",""3.178,1"",""3.108,0"",""-"",""2,31%"""
"05.06.2020,""3.082,3"",""3.085,8"",""3.130,2"",""3.038,9"",""-"",""6,19%"""
"04.06.2020,""2.902,6"",""2.819,9"",""2.902,6"",""2.793,4"",""-"",""2,45%"""
"03.06.2020,""2.833,3"",""2.766,5"",""2.868,8"",""2.766,5"",""-"",""5,15%"""
"02.06.2020,""2.694,4"",""2.737,4"",""2.753,9"",""2.675,8"",""-"",""-0,22%"""
"01.06.2020,""2.700,4"",""2.716,5"",""2.749,6"",""2.696,9"",""-"",""0,04%"""
"29.05.2020,""2.699,3"",""2.716,8"",""2.728,0"",""2.672,4"",""-"",""-2,37%"""
"28.05.2020,""2.764,7"",""2.912,1"",""2.912,1"",""2.758,1"",""-"",""-3,79%"""
"27.05.2020,""2.873,6"",""2.792,0"",""2.880,0"",""2.750,6"",""-"",""6,79%"""
"26.05.2020,""2.690,8"",""2.618,6"",""2.715,4"",""2.617,9"",""-"",""7,11%"""
"22.05.2020,""2.512,2"",""2.544,2"",""2.553,0"",""2.489,8"",""-"",""-0,71%"""
"21.05.2020,""2.530,3"",""2.533,5"",""2.567,4"",""2.530,3"",""-"",""-0,64%"""
"20.05.2020,""2.546,7"",""2.468,1"",""2.549,3"",""2.467,9"",""-"",""5,54%"""
"19.05.2020,""2.413,1"",""2.509,1"",""2.511,5"",""2.412,1"",""-"",""-4,78%"""
"18.05.2020,""2.534,3"",""2.426,4"",""2.544,9"",""2.426,4"",""-"",""9,58%"""
"15.05.2020,""2.312,7"",""2.293,2"",""2.322,7"",""2.281,9"",""-"",""-0,02%"""
"14.05.2020,""2.313,1"",""2.219,3"",""2.317,4"",""2.157,1"",""-"",""1,73%"""
"13.05.2020,""2.273,9"",""2.364,3"",""2.364,3"",""2.231,4"",""-"",""-4,60%"""
"12.05.2020,""2.383,6"",""2.518,9"",""2.526,2"",""2.383,0"",""-"",""-5,02%"""
"11.05.2020,""2.509,6"",""2.571,1"",""2.571,1"",""2.488,0"",""-"",""-4,11%"""
"08.05.2020,""2.617,1"",""2.556,2"",""2.623,8"",""2.555,8"",""-"",""4,93%"""
"07.05.2020,""2.494,1"",""2.512,3"",""2.564,3"",""2.485,1"",""-"",""0,68%"""
"06.05.2020,""2.477,3"",""2.566,8"",""2.571,4"",""2.472,0"",""-"",""-2,57%"""
"05.05.2020,""2.542,6"",""2.665,1"",""2.679,4"",""2.540,9"",""-"",""-2,43%"""
"04.05.2020,""2.605,9"",""2.564,9"",""2.608,0"",""2.551,3"",""-"",""-0,64%"""
"01.05.2020,""2.622,8"",""2.665,2"",""2.665,7"",""2.581,1"",""-"",""-4,17%"""
"30.04.2020,""2.736,8"",""2.774,3"",""2.776,6"",""2.720,6"",""-"",""-4,15%"""
"29.04.2020,""2.855,4"",""2.785,6"",""2.897,0"",""2.768,2"",""-"",""5,87%"""
"28.04.2020,""2.697,1"",""2.708,0"",""2.738,9"",""2.667,9"",""-"",""2,71%"""
"27.04.2020,""2.625,9"",""2.497,2"",""2.645,2"",""2.490,0"",""-"",""6,44%"""
"24.04.2020,""2.467,0"",""2.437,0"",""2.485,2"",""2.409,6"",""-"",""2,08%"""
"23.04.2020,""2.416,8"",""2.395,9"",""2.457,0"",""2.393,9"",""-"",""1,36%"""
"22.04.2020,""2.384,3"",""2.442,4"",""2.449,1"",""2.371,5"",""-"",""-0,12%"""
"21.04.2020,""2.387,3"",""2.358,5"",""2.413,2"",""2.342,9"",""-"",""-2,06%"""
"20.04.2020,""2.437,5"",""2.389,9"",""2.486,8"",""2.378,2"",""-"",""-0,90%"""
"17.04.2020,""2.459,7"",""2.376,6"",""2.470,9"",""2.376,6"",""-"",""7,71%"""
"16.04.2020,""2.283,7"",""2.359,9"",""2.360,4"",""2.243,3"",""-"",""-3,32%"""
"15.04.2020,""2.362,2"",""2.416,8"",""2.416,8"",""2.356,9"",""-"",""-6,27%"""
"14.04.2020,""2.520,3"",""2.615,7"",""2.622,8"",""2.485,5"",""-"",""-1,23%"""
"13.04.2020,""2.551,6"",""2.694,7"",""2.695,4"",""2.534,9"",""-"",""-5,58%"""
"09.04.2020,""2.702,3"",""2.582,2"",""2.706,5"",""2.580,2"",""-"",""7,60%"""
"08.04.2020,""2.511,4"",""2.452,5"",""2.519,8"",""2.416,8"",""-"",""4,18%"""
"07.04.2020,""2.410,7"",""2.482,7"",""2.521,1"",""2.392,6"",""-"",""1,22%"""
"06.04.2020,""2.381,7"",""2.334,0"",""2.385,6"",""2.323,5"",""-"",""7,11%"""
"03.04.2020,""2.223,6"",""2.316,1"",""2.330,4"",""2.193,9"",""-"",""-4,67%"""
"02.04.2020,""2.332,7"",""2.267,0"",""2.368,1"",""2.267,0"",""-"",""2,01%"""
"01.04.2020,""2.286,7"",""2.330,8"",""2.340,3"",""2.270,1"",""-"",""-6,40%"""
"31.03.2020,""2.442,9"",""2.437,5"",""2.473,6"",""2.388,8"",""-"",""-0,66%"""
"30.03.2020,""2.459,2"",""2.429,8"",""2.462,0"",""2.385,2"",""-"",""1,06%"""
"27.03.2020,""2.433,3"",""2.436,6"",""2.506,5"",""2.421,0"",""-"",""-4,29%"""
"26.03.2020,""2.542,4"",""2.368,2"",""2.546,6"",""2.355,9"",""-"",""8,40%"""
"25.03.2020,""2.345,4"",""2.367,4"",""2.411,7"",""2.274,5"",""-"",""-0,06%"""
"24.03.2020,""2.346,8"",""2.249,6"",""2.346,8"",""2.240,7"",""-"",""9,83%"""
"23.03.2020,""2.136,7"",""2.266,1"",""2.267,6"",""2.069,0"",""-"",""-5,73%"""
"20.03.2020,""2.266,5"",""2.441,5"",""2.462,0"",""2.250,8"",""-"",""-7,20%"""
"19.03.2020,""2.442,4"",""2.280,8"",""2.476,1"",""2.218,6"",""-"",""5,64%"""
"18.03.2020,""2.312,0"",""2.423,2"",""2.455,9"",""2.281,1"",""-"",""-10,19%"""
"17.03.2020,""2.574,4"",""2.397,9"",""2.574,4"",""2.325,1"",""-"",""9,32%"""
"16.03.2020,""2.355,0"",""2.510,8"",""2.510,8"",""2.343,0"",""-"",""-11,76%"""
"13.03.2020,""2.668,8"",""2.591,5"",""2.668,8"",""2.484,0"",""-"",""9,73%"""
"12.03.2020,""2.432,1"",""2.475,3"",""2.596,1"",""2.398,6"",""-"",""-8,60%"""
"11.03.2020,""2.660,9"",""2.759,3"",""2.786,6"",""2.638,8"",""-"",""-6,45%"""
"10.03.2020,""2.844,3"",""2.824,8"",""2.860,3"",""2.699,5"",""-"",""4,45%"""
"09.03.2020,""2.723,1"",""2.893,6"",""2.906,9"",""2.718,3"",""-"",""-13,09%"""
"06.03.2020,""3.133,2"",""3.123,2"",""3.197,7"",""3.075,3"",""-"",""-3,24%"""
"05.03.2020,""3.238,0"",""3.301,7"",""3.306,1"",""3.203,1"",""-"",""-4,67%"""
"04.03.2020,""3.396,5"",""3.370,1"",""3.396,5"",""3.303,7"",""-"",""1,79%"""
"03.03.2020,""3.336,7"",""3.439,1"",""3.468,2"",""3.313,2"",""-"",""-3,37%"""
"02.03.2020,""3.453,0"",""3.309,5"",""3.453,0"",""3.288,7"",""-"",""4,39%"""
