"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 21, 2017","8,633.4","8,633.1","8,653.7","8,621.9","-","0.36%"
"Dec 20, 2017","8,602.1","8,650.1","8,652.9","8,602.1","-","-0.23%"
"Dec 19, 2017","8,621.7","8,688.7","8,688.7","8,621.7","-","-0.66%"
"Dec 18, 2017","8,679.2","8,729.0","8,763.3","8,655.9","-","-0.21%"
"Dec 15, 2017","8,697.2","8,538.9","8,730.5","8,534.9","-","1.79%"
"Dec 14, 2017","8,544.6","8,611.2","8,622.2","8,543.3","-","-0.72%"
"Dec 13, 2017","8,606.5","8,705.9","8,707.8","8,602.6","-","-1.12%"
"Dec 12, 2017","8,703.9","8,693.5","8,721.4","8,686.0","-","0.03%"
"Dec 11, 2017","8,700.9","8,699.2","8,714.5","8,680.5","-","-0.02%"
"Dec 08, 2017","8,702.3","8,713.2","8,717.3","8,690.5","-","0.11%"
"Dec 07, 2017","8,692.5","8,700.3","8,724.1","8,689.7","-","-0.31%"
"Dec 06, 2017","8,719.8","8,735.4","8,754.5","8,714.8","-","-0.22%"
"Dec 05, 2017","8,738.6","8,846.8","8,848.8","8,738.6","-","-1.02%"
"Dec 04, 2017","8,829.0","8,916.5","8,929.7","8,827.0","-","-0.45%"
"Dec 01, 2017","8,868.5","8,881.9","8,888.9","8,712.5","-","-0.05%"
"Nov 30, 2017","8,873.0","8,927.5","8,934.0","8,845.0","-","-0.31%"
"Nov 29, 2017","8,900.3","8,866.0","8,953.4","8,865.1","-","0.59%"
"Nov 28, 2017","8,848.3","8,775.5","8,856.2","8,772.2","-","0.80%"
"Nov 27, 2017","8,778.2","8,742.6","8,792.0","8,741.4","-","0.40%"
"Nov 24, 2017","8,742.8","8,762.5","8,763.0","8,725.6","-","-0.05%"
"Nov 22, 2017","8,747.0","8,810.6","8,810.6","8,747.0","-","-0.69%"
"Nov 21, 2017","8,807.9","8,769.9","8,820.2","8,766.9","-","0.78%"
"Nov 20, 2017","8,739.7","8,730.4","8,740.1","8,690.3","-","0.10%"
"Nov 17, 2017","8,731.4","8,690.6","8,732.4","8,671.6","-","0.22%"
"Nov 16, 2017","8,712.3","8,762.4","8,777.0","8,709.0","-","-0.45%"
"Nov 15, 2017","8,752.1","8,696.7","8,765.4","8,677.0","-","0.31%"
"Nov 14, 2017","8,724.9","8,684.8","8,734.4","8,679.6","-","0.08%"
"Nov 13, 2017","8,717.8","8,700.9","8,752.5","8,694.2","-","-0.38%"
"Nov 10, 2017","8,751.3","8,759.9","8,775.2","8,729.2","-","-0.20%"
"Nov 09, 2017","8,768.9","8,751.2","8,800.0","8,736.8","-","-0.25%"
"Nov 08, 2017","8,790.6","8,769.3","8,804.7","8,759.9","-","-0.11%"
"Nov 07, 2017","8,800.7","8,825.2","8,873.4","8,781.9","-","-0.27%"
"Nov 06, 2017","8,824.2","8,770.8","8,833.9","8,747.3","-","0.41%"
"Nov 03, 2017","8,788.0","8,805.0","8,821.4","8,755.9","-","-0.33%"
"Nov 02, 2017","8,816.9","8,888.6","8,932.2","8,770.0","-","-0.68%"
"Nov 01, 2017","8,877.5","8,922.0","8,954.6","8,858.9","-","-0.14%"
"Oct 31, 2017","8,890.1","8,881.3","8,920.8","8,881.1","-","0.10%"
"Oct 30, 2017","8,881.2","8,934.5","8,960.4","8,873.3","-","-1.01%"
"Oct 27, 2017","8,971.4","9,022.2","9,022.2","8,944.6","-","-0.76%"
"Oct 26, 2017","9,040.5","9,022.0","9,046.7","8,980.6","-","0.39%"
"Oct 25, 2017","9,005.6","9,021.3","9,025.6","8,966.6","-","-0.20%"
"Oct 24, 2017","9,023.4","9,069.6","9,078.8","9,019.9","-","-0.40%"
"Oct 23, 2017","9,059.4","9,074.7","9,080.5","9,050.6","-","-0.16%"
"Oct 20, 2017","9,074.2","9,078.2","9,093.6","9,063.8","-","0.57%"
"Oct 19, 2017","9,023.1","8,945.6","9,023.1","8,936.6","-","0.57%"
"Oct 18, 2017","8,971.9","8,931.5","8,981.1","8,915.4","-","0.62%"
"Oct 17, 2017","8,916.8","8,934.7","8,940.8","8,903.0","-","-0.08%"
"Oct 16, 2017","8,924.2","8,906.7","8,926.9","8,878.2","-","0.35%"
"Oct 13, 2017","8,893.4","8,862.0","8,929.1","8,829.3","-","0.40%"
"Oct 12, 2017","8,857.9","8,863.7","8,876.9","8,835.0","-","-0.15%"
"Oct 11, 2017","8,870.8","8,858.0","8,887.7","8,835.1","-","-0.03%"
"Oct 10, 2017","8,873.2","8,850.5","8,875.2","8,830.1","-","0.46%"
"Oct 09, 2017","8,832.8","8,873.7","8,886.4","8,827.1","-","-0.47%"
"Oct 06, 2017","8,874.7","8,892.0","8,928.3","8,862.7","-","-0.07%"
"Oct 05, 2017","8,880.5","8,853.0","8,885.7","8,836.9","-","0.49%"
"Oct 04, 2017","8,837.4","8,870.6","8,870.7","8,829.7","-","-0.50%"
"Oct 03, 2017","8,881.4","8,892.1","8,897.4","8,842.6","-","-0.25%"
"Oct 02, 2017","8,903.9","8,785.7","8,906.8","8,771.8","-","1.38%"
"Sep 29, 2017","8,782.3","8,814.2","8,824.1","8,774.1","-","-0.43%"
"Sep 28, 2017","8,820.1","8,781.2","8,824.8","8,746.9","-","0.27%"
"Sep 27, 2017","8,796.7","8,738.0","8,806.9","8,731.8","-","1.07%"
"Sep 26, 2017","8,703.2","8,667.7","8,722.7","8,642.7","-","0.44%"
"Sep 25, 2017","8,664.8","8,620.6","8,675.0","8,612.6","-","0.24%"
"Sep 22, 2017","8,644.0","8,557.7","8,649.9","8,557.7","-","0.78%"
"Sep 21, 2017","8,576.8","8,571.3","8,611.9","8,568.4","-","-0.18%"
"Sep 20, 2017","8,592.1","8,556.1","8,603.0","8,529.5","-","0.44%"
"Sep 19, 2017","8,554.3","8,571.0","8,595.2","8,547.5","-","-0.12%"
"Sep 18, 2017","8,564.5","8,573.9","8,579.9","8,540.5","-","0.11%"
"Sep 15, 2017","8,554.8","8,511.2","8,572.0","8,511.1","-","0.37%"
"Sep 14, 2017","8,523.0","8,549.2","8,549.2","8,498.7","-","-0.51%"
"Sep 13, 2017","8,566.7","8,506.1","8,568.5","8,487.1","-","0.51%"
"Sep 12, 2017","8,523.4","8,487.0","8,524.6","8,476.1","-","0.46%"
"Sep 11, 2017","8,484.0","8,459.5","8,528.4","8,459.5","-","1.11%"
"Sep 08, 2017","8,390.6","8,140.5","8,408.0","8,138.7","-","2.73%"
"Sep 07, 2017","8,167.6","8,287.4","8,290.2","8,136.9","-","-1.43%"
"Sep 06, 2017","8,286.2","8,273.2","8,320.8","8,245.5","-","0.41%"
"Sep 05, 2017","8,252.2","8,474.5","8,474.6","8,241.4","-","-2.96%"
"Sep 01, 2017","8,504.0","8,522.8","8,544.3","8,498.7","-","-0.03%"
"Aug 31, 2017","8,506.2","8,481.2","8,513.7","8,472.9","-","0.43%"
